time,post_id,post_content,post_type,like,share,company
2015-04-27 11:34:40,fb.com/1403439883268756_1584887431790666,"一早的陽光充滿朝氣，美好的一週又開始囉！
就用N3 206°電動旋轉鏡頭跟你一起開啟努力衝刺的一週！
中部的朋友有福囉，周四開始有台中世貿電腦展唷！
記得到現場搶優惠看更多>>http://goo.gl/LHjlKX

N3 天生會轉 現在知道他的厲害",,152,5,OPPO
2015-04-27 10:51:07,fb.com/1403439883268756_1584878701791539,"OPPO 獨家VOOC閃充! 四倍速急速充電，30分鐘充達75%！
本週五親愛的勞工朋友們記得帶著閃充出門唷~~
還沒準備的朋友快來yahoo買!!
http://bit.ly/1HIU0C3",,76,4,OPPO
2015-04-26 20:00:02,fb.com/1403439883268756_1580000088946067,"N3的好讓 @七先生與艾小姐 報給你聽
裡面好多七先生的沙龍照
萌萌噠!!!!!!
http://goo.gl/iY74b8",,66,5,OPPO
2015-04-25 12:00:40,fb.com/1403439883268756_1583843161895093,"【N3是可以拍RAW的！】
許多專業攝影師都需要RAW檔來幫助後續修圖
因為RAW是未經處理的影像資料
讓修圖後不會影響畫質
而OPPO N3也內建RAW模式可以拍攝
快來試試看這神奇的功能吧！",,78,5,OPPO
2015-04-24 20:00:26,fb.com/1403439883268756_1583431601936249,"自己明信片自己拍
攝影大師 Colby Brown用OPPO N3拍出絕世美景
搭載PI2.0+原畫引擎
攝影的夢想就從手中的N3開始
看更多：http://goo.gl/aXOCMM",,60,2,OPPO
2015-04-24 20:00:01,fb.com/1403439883268756_1581941305418612,"手機成癮症儼然變成小編的代名詞啦~~~
只要電量低的時候就會開始焦躁
但是擁有閃充之後有如重見光明啊~~~
用過就真的回不去啦！
來看看測試的結果，
也可以跟小編分享你閃充使用心得~~~

http://m.gsmarena.com/charge_test-review-1239.php",,39,1,OPPO
2015-04-24 12:00:46,fb.com/1403439883268756_1583268625285880,"話說小編某次很糗，匆匆帶著行動電源出門但忘了該死的充電線，
歡樂出門，敗興而歸，手機沒電所有美景通通沒有照到！
有了VOOC閃充行動電源，美觀大方外，再也不怕忘東忘西，
也不怕線被拉扯破壞，無須小心翼翼！

看更多>>http://bit.ly/19mlyiG
VOOC閃充 快人一步",,141,3,OPPO
2015-04-23 20:00:01,fb.com/1403439883268756_1581941172085292,"各家手機攝影大賽，
來看看拍攝出來的結果吧！
HDR、微距、全景.....
OPPO N3的微距拍攝拍得太清楚啦~~~

http://www.androidauthority.com/oppo-n3-camera-comparison-602121/",,142,2,OPPO
2015-04-23 19:00:19,fb.com/1403439883268756_1582943508651725,"✨化腐朽為神奇✨
手機拍出奇蹟美照人人都可以
來欣賞國際攝影大師Colby Brown Photography 使用N3所拍得的美景！

看更多：http://goo.gl/IFNWd1",,75,4,OPPO
2015-04-23 11:47:05,fb.com/1403439883268756_1582836031995806,"#以防萬一的充電法寶
如果手上有多幾隻手機，不妨來比比充電吧！
平時插上電就去做其他事，也感受不到快速充電的快感，可一旦在外遭遇“電荒”，才能感受到VOOC閃充的極致誘惑~~~
緊急充電要選誰？一起大聲喊OPPO~",OPPO shared OPPO's video.,118,0,OPPO
2015-04-22 21:43:00,fb.com/1403439883268756_1582848148661261,"【O粉看過來！】中獎公告
恭喜 
黃煜婷、Vanessa Hsiao、林俊毅獲獎

再麻煩於4/28前私訊小編以下資料
【參加活動、姓名、電話、地址、email】

*逾時回覆資料就取消得獎資格囉:)
*贈品將於活動結束後統一寄出",,158,3,OPPO
2015-04-22 21:00:45,fb.com/1403439883268756_1582538948692181,"Shot by Colby Brown
不凡的規格獻給不凡的你

這是用哪一支手機拍的呢??
答案就是OPPO N3手機
搭載OmniVision CMOS 1600萬畫素 F2.2大光圈
讓你隨時都可以化身攝影師

看更多：http://goo.gl/lP2ofu",,86,1,OPPO
2015-04-22 20:00:02,fb.com/1403439883268756_1581946595418083,"是什麼樣的魔力讓OPPO得到如此高的讚賞？
來看看L.A.景點&美食拍攝比較，
小編又畫錯重點之In-N-Out甚麼時候才會來台灣呢?!
快來跟小編第一眼被N3吸引的原因吧！

http://www.androidauthority.com/oppo-n3-pure-image-engine-update-reactions-599920/0416",,54,1,OPPO
2015-04-22 17:00:45,fb.com/1403439883268756_1582433082036101,"全台各地的好朋友！看過來唷！
OPPO強勁4G拍照強機巡迴體驗總整理
享有各種好禮外，還有神腦獨家優惠方案唷~~
快來體驗，別錯過！

體驗時間：4/23(四)15:00-21:00
體驗店點：台南安和
體驗地點：台南市安南區安和路四段496號

體驗時間：4/24(五)13:00~20:00
體驗店點：基隆仁五
體驗地點：基隆市仁愛區仁五路6號

體驗時間：4/24(五)13:00~20:00
體驗店點：桃園中正
體驗地點：桃園縣桃園市中正路515號

體驗時間：4/24(五)14:00~20:00
體驗店點：台中松竹
體驗地點：台中市北屯區松竹路2段208號1樓

體驗時間：4/24(五) 全天
體驗店點：新營服務中心
體驗地點：台南市新營區民治路105號

體驗時間：4/25(六)15:00~20:00
體驗店點：台北西門
體驗地點：台北市萬華區漢中街35號

體驗時間：4/25(六)  9:00-12:00 
體驗店點：七堵服務中心
體驗地點：基隆市七堵區崇智街2-5

體驗時間：4/25(六)9:30~13:00
體驗店點：八里服務中心(附停車場)
體驗地點：新北市八里區中山路二段356巷12號

體驗時間：4/25(六)14:00~20:00
體驗店點：二林斗苑
體驗地點：彰化縣二林鎮斗苑路5段202號

體驗時間：4/25(六)14:00~21:00
體驗店點：高雄巨蛋
體驗地點：高雄巿左營區博愛二路682號

體驗時間：4/25(六)11:00-21:00
體驗店點：岡山仁壽
體驗地點：高雄市岡山區仁壽路28、30號

體驗時間：4/25(六)全天
體驗店點：歸仁中山
體驗地點：台南市歸仁區中山路2段255號

體驗時間：4/26(日)全天
體驗店點：新莊幸福二
體驗地點：新北市新莊區幸福路749號

體驗時間：4/26(日)14:00~20:00
體驗店點：彰化中山
體驗地點：彰化縣彰化市中山路二段64號

體驗時間：4/27(一)16:00~21:00
體驗店點：台北林森北
體驗地點：台北市中山區林森北路260號

體驗時間：4/28(二)14:00-21:00 全天
體驗店點：永康中山
體驗地點：台南市永康區中山南路32-6號

體驗時間：4/29(三) 全天
體驗店點：虎尾服務中心
體驗地點：雲林縣虎尾鎮新生路136號",,88,4,OPPO
2015-04-22 15:27:51,fb.com/1403439883268756_1582388852040524,"《遠見》品牌特刊深度專訪OPPO Taiwan：後發先至，手機就是時尚精品。
OPPO進入台灣快滿載，在追求極致品牌力量的背後，是怎樣一股力量在推動，箇中有何秘辛，OPPO又是如何“做自己”，一篇深度報道，帶您一探究竟。",,85,10,OPPO
2015-04-22 12:00:41,fb.com/1403439883268756_1582305262048883,"【OPPO陪你一起過世界地球日】
你今天環保了嗎？
OPPO閃充快速充電
讓你省下許多時間又帶來方便
省時省資源就是另一種環保！",,90,3,OPPO
2015-04-21 20:00:02,fb.com/1403439883268756_1581940782085331,"每次在熱門景點都會遇到填問券或推銷的人，
下次先別急著躲開
OPPO將讓你體驗N3強大的秘密武器！
大家會想體驗嗎？
快留言告訴小編~~~
小編畫錯重點之我也好想去L.A.幫大家體驗N3唷~~
https://www.youtube.com/watch?v=uxJtA2A6-Xk",,45,3,OPPO
2015-04-21 19:00:06,fb.com/1403439883268756_1582013405411402,"【全景照輕鬆拍！】
OPPO N3配有旋轉鏡頭
自動就可以輕鬆拍全景
不怕手震，還有垂直式的全景照
N3輕鬆搞定拍攝這檔事

P.s.大家也可以找找看小歐在哪裡喔！",,109,4,OPPO
2015-04-21 12:00:10,fb.com/1403439883268756_1581906412088768,"是不是常常充行動電源充到天荒地老，但指示燈還是不亮綠燈?!
小編使用VOOC閃充行動電源+VOOC mini充電時，一點也沒有這種煩惱！
趁著春電展優惠快去各門市看看吧！

看更多>>http://bit.ly/19mlyiG
24小時購物購買去>>http://bit.ly/1Fc3aDT
春電展購買去>>http://bit.ly/1aTPkMM

VOOC閃充 快人一步",,74,1,OPPO
2015-04-20 17:00:10,fb.com/1403439883268756_1581446762134733,"VOOC閃充行動電源搭配OPPO閃充手機，30分鐘充滿電達75%唷！
而且100%充電相較一般行動電源僅需1/2的時間！

看更多>>http://goo.gl/VcbB7k
24小時購物購買去>>http://bit.ly/1Fc3aDT
春電展購買去>>http://bit.ly/1aTPkMM
VOOC閃充 快人一步",,104,1,OPPO
2015-04-20 15:56:52,fb.com/1403439883268756_1581412225471520,"一台手機的誕生，背後有多少心血製程呢?!
O粉們，來一窺究竟！",,150,19,OPPO
2015-04-20 12:00:04,fb.com/1403439883268756_1581353022144107,"【O粉總動員一起春季賞花🌸】
雖然還有些涼意
但春天已經到來！
O粉們快來分享賞花記趣的照片，
就有機會獲得電影票！

►活動任務
Step1 成為 OPPO Taiwan 粉絲
Step2 留言貼上拍下賞花記趣的照片
Step3 分享此篇貼文至個人塗鴉牆(需設為公開)

►活動時間： 2015/04/20 -2015/04/30 晚上11點59分止
►活動獎項：電影票一組，共2名
►得獎資格：於時間內完成活動三任務
►得獎名單公布時間：5/6",,269,187,OPPO
2015-04-20 09:00:10,fb.com/1403439883268756_1581312368814839,"人生沒有極限，你的夢想就是你的極限！
O粉們加油！OPPO陪你一起跨越極限，完成夢想！",,56,1,OPPO
2015-04-19 10:15:01,fb.com/1403439883268756_1578948839051192,"有空的假日趁機到春電展瞧瞧有甚麼優惠吧！
購買OPPO指定手機享有優惠外，現場還有許多互動好禮要送給你唷！
2015/4/16~2015/4/20台北世貿一館
同場加映多家門市也同享優惠唷！
看更多>>http://oppomobile.tw/lunch/2015oppo/",,159,3,OPPO
2015-04-18 21:34:15,fb.com/1403439883268756_1580525502226859,,OPPO updated their cover photo.,122,2,OPPO
2015-04-18 11:00:18,fb.com/1403439883268756_1580320735580669,"O粉們期中考結束了嗎?! 周末好天氣到哪裡曬太陽呢?!
記得用1600萬畫素206°電動旋轉鏡頭的N3好好把你/妳與風景一起拍下來！
記錄下屬於你/妳的每個精彩回憶！

還沒有N3的O粉快到台北世貿春電展，趁著優惠下手唷！
不用再羨慕別人的N3啦！

看更多>>http://goo.gl/HY4H9a
N3 天生會轉 現在知道他的厲害",,110,1,OPPO
2015-04-17 19:00:00,fb.com/1403439883268756_1579999665612776,"🎉2015春電展OPPO大方送🎉
 不管有沒有到現場都可以享有優惠！
到貼文下方留言告訴OPPO
你需要快人一步的原因
就有機會獲得行動電源唷！

►活動任務 
Step1 成為 OPPO Taiwan 粉絲 
Step2 我需要快人一步，因為__________
Step3 分享此篇貼文至個人塗鴉牆(需設為公開) 
►活動時間： 2015/04/17-2015/05/04 晚上11點59分止 
►活動獎項：行動電源一個，共3名 
►得獎資格：於時間內完成活動三任務 
►得獎名單公布時間：5/6",,949,785,OPPO
2015-04-17 12:00:21,fb.com/1403439883268756_1579854315627311,"很多O粉都稱讚VOOC閃充行動電源外型很時尚!
我們的指示燈也很時尚唷！
綠燈：>=2/3滿電量
黃燈：1/3< 電量 < 3/2
紅燈：代表<=1/3的低電量...快找閃充充電唷！

小編tips：充電&放電的指示燈都是一樣的意思唷！
看更多>>http://goo.gl/Kyvto5

VOOC閃充 快人一步",,149,9,OPPO
2015-04-16 19:02:48,fb.com/1403439883268756_1579438685668874,"小編每次看到男友付錢時，拿出超薄的R5手機，就覺得好帥唷！
偷偷告訴型男小撇步，擁有一個R5+一款時尚長夾，就對啦！

快趁2015春電展優惠去逛逛吧！http://goo.gl/rn4qSo
R5除了薄，給你更多精彩！",,182,4,OPPO
2015-04-16 17:00:04,fb.com/1403439883268756_1579409519005124,"就用R5 1300萬畫素SONY第二代堆疊是感光元件IMX-214拍下你的動感精彩！

快到2015春電展享有優惠唷！
http://goo.gl/5vkDpN
R5除了薄，給你更多精采！",,87,1,OPPO
2015-04-16 12:00:05,fb.com/1403439883268756_1579324225680320,"小周末囉! 今天準備跟男友/女友到那兒約會呢?!
記得，別顧著自己玩手機，忽略美好的約會時光，
就用N3 5.5"" Full HD 1920X1080 403ppi的螢幕一起分享新鮮有趣的內容吧！

看更多>>http://bit.ly/1yd1OnY
N3 天生會轉 現在知道他的厲害",,104,2,OPPO
2015-04-16 10:00:01,fb.com/1403439883268756_1578901999055876,"2015春季電腦展來囉!!
購買指定手機享有優惠外，
現場還有許多互動好禮要送給你唷！
2015/4/16~2015/4/20台北世貿一館
2015/4/30~2015/5/4 台中世貿中心
同場加映多家門市也同享優惠唷！
看更多>>http://oppomobile.tw/lunch/2015oppo/",,147,5,OPPO
2015-04-15 19:00:01,fb.com/1403439883268756_1578845015728241,"【倒數五天，你將擁有新手機】
OPPO大方送！
只要把與數字2000相關的照片上傳到中天快點APP
就有機會獲得自拍神器的N3！
或OPPO獨家VOOC閃充行動電源
詳細活動內容：http://goo.gl/3SvEl6",,73,3,OPPO
2015-04-15 17:00:05,fb.com/1403439883268756_1578885679057508,"全台各地的好朋友！看過來唷！
OPPO強勁4G拍照強機巡迴體驗總整理
享有各種好禮外，還有神腦獨家優惠方案唷~~
快來體驗，別錯過！

體驗時間：4/16(四)17:00-21:00
體驗店點：板橋四川
體驗地點：新北市板橋區四川路一段261號
體驗時間：4/17(日)15:00-20:00
體驗店點：台北八德
體驗地點：台北市松山區八德路三段108號

體驗時間：4/17(日)16:00-20:00
體驗店點：永和竹林
體驗地點：新北市永和區竹林路222號

體驗時間：4/17(五)14:00~20:00
體驗店點：台中精誠
體驗地點：台中市西區精誠路29號

體驗時間：4/17(五)09:00~17:50
體驗店點：彰化彰化服務中心
體驗地點：彰化縣彰化市和平路52號

體驗時間：4/18(六) 09:00~21:00
體驗店點：遠傳南投民族特約服務中心
體驗地點：南投縣南投市龍泉里民族路 202號

體驗時間：4/18(六)10:00~14:00
體驗店點：新店服務中心
體驗地點：新北市新店區北新路一段72號

體驗時間：4/18(六)14:00~20:00
體驗店點：三重正義北
體驗地點：新北市三重區正義北路186號

體驗時間：4/18(六)13:00-20:00
體驗店點：基隆深溪
體驗地點：基隆市信義區深溪路94號

體驗時間：4/18(六)15:00-20:00
體驗店點：蘆洲長榮
體驗地點：新北市蘆洲區長榮路40號

體驗時間：4/18(六)全天
體驗店點：後港服務中心
體驗地點：新北市新莊區四維路7號1樓

體驗時間：4/18(六)15:00-20:00
體驗店點：八德介壽
體驗地點：桃園縣八德市介壽路一段1013號

體驗時間：4/18(六)1400~20:00
體驗店點：台中大慶
體驗地點：台中市南區復興路1段319-20號

體驗時間：4/18(六)14:00~20:00
體驗店點：台中一中
體驗地點：台中市北區三民路三段148號

體驗時間：4/18(六)14:00~20:00
體驗店點：溪湖西環
體驗地點：彰化縣溪湖鎮西環路251號

體驗時間：4/18(六)全天
體驗店點：新化中正
體驗地點：台南市新化區中正路445號

體驗時間：4/18(六)全天
體驗店點：民雄頭橋
體驗地點：嘉義縣民雄鄉興南村頭橋29號

體驗時間：4/18(六)全天
體驗店點：嘉義民族
體驗地點：嘉義市東區民族路52號

體驗時間：4/19(日)13:00-17:00
體驗店點：台北東門服務中心
體驗地點：台北市大安區愛國東路35-1號

體驗時間：4/19(日)14:00~20:00
體驗店點：彰化金馬
體驗地點：彰化縣彰化市彰美路1段287-1號

體驗時間：4/18(六)10:20-21:30
體驗店點：斗六民生南
體驗地點：雲林縣斗六市民生南路2號

體驗時間：4/20(一)13:00-19:00
體驗店點：台北東門服務中心
體驗地點：台北市大安區愛國東路35-1號

體驗時間：4/20(一)16:00~20:00
體驗店點：北投石牌
體驗地點：台北市北投區石牌路二段77號

體驗時間：4/21(二)全天
體驗店點：新莊中正
體驗地點：新北市新莊區中正路206號",,108,2,OPPO
2015-04-15 13:58:40,fb.com/1403439883268756_1578836842395725,"【神機創造自拍奇蹟！】
熱愛OPPO手機的部落客蘋果這次要幫大家介紹N3囉！
快來看奇蹟式的介紹吧>>http://goo.gl/se0VPH",,227,24,OPPO
2015-04-15 12:37:14,fb.com/1403439883268756_1578807535731989,"誰說R5只有薄可以看，還有超多值得你Buy下去的功能唷！

4.85mm超薄金屬設計R5，手工打磨微弧中框，PI2.0+訂製你的專屬相機，5000萬畫素超高解析度模式、018s閃拍、先拍照後對焦，VOOC閃充30分鐘充電達75%，藍牙音樂領夾遙控拍照、播放音樂，你的最佳超薄手機！

看更多>>http://oppomobile.tw/lunch/n3.html
R5 除了薄，給你更多精彩！",OPPO at https://www.youtube.com/channel/UCy0iU3fqQbFE4-QKXqhFUEQ.,42,17,OPPO
2015-04-14 13:02:15,fb.com/1403439883268756_1578380282441381,"還不了解OPPO N3天生會轉厲害功能的粉絲們請看過來！
簡單的影片告訴你N3為什麼是超強自拍機！

1600萬畫素206度電動旋轉鏡頭拍照強機，自動追焦拍照及錄影、O-Click2.0遙控拍照、遙控播放音樂及尋找手機，後置觸控拍照、VOOC閃充30分鐘充電達75%。

看更多>>http://oppomobile.tw/lunch/n3.html
N3 天生會轉",,49,16,OPPO
2015-04-14 12:00:46,fb.com/1403439883268756_1578374432441966,"中午想去哪裡吃好料呢?!
記得拍下照片分享在FB上唷!
美食用OPPO手機超強的PI2.0+原畫引擎拍下來，看起來更美味了呢！",,139,3,OPPO
2015-04-13 16:22:08,fb.com/1403439883268756_1578028442476565,"4.85mm超薄R5新灰色上市，大家去神腦親眼目睹了嗎?!
小編覺得這真是很深的Grey，有如前陣子很紅的電影""Fifty Shades of Grey""
大家覺得呢?

R5除了薄，給你更多精采！
看更多>>http://goo.gl/XEQ9g2",,216,4,OPPO
2015-04-13 10:23:49,fb.com/1403439883268756_1577944439151632,"星期一的早上，來看看陽光燦爛的LA街頭，大家是怎麼被OPPO的X項全能嚇壞的吧~
http://www.androidauthority.com/oppo-n3-pure-image-engine-update-reactions-599920/",,61,2,OPPO
2015-04-13 08:00:12,fb.com/1403439883268756_1577914052488004,"別總是在意還剩多少時間，好好把握每分每秒的當下！
OPPO給你滿滿元氣，新一週又開始囉！",,49,4,OPPO
2015-04-12 14:00:10,fb.com/1403439883268756_1577543055858437,"上周的連假後，小編不得不面對季報&月報的現實了！
來杯咖啡、點個可口的馬芬，周日的下午和正在加班的粉絲們一起加油吧！
R5除了薄，給你更多精采！",,108,1,OPPO
2015-04-10 18:30:20,fb.com/1403439883268756_1576734325939310,"【親子外出必備3C是什麼？】

就是OPPO

206度電動旋轉鏡頭讓妳輕鬆紀錄寶貝的一舉一動

極緻美顏更讓全家一起漂亮入鏡

更多不可思議請見看http://portable.easylife.tw/4465",,202,9,OPPO
2015-04-10 12:00:16,fb.com/1403439883268756_1576572259288850,"逆光拍照的進擊~~看看我們大師 Gia Tuong以OPPO Find 7拍出的傑作！
有了PI2.0原畫引擎，OPPO拍照人人都是大師！

“Sunrise in Bagan” by Gia Tuong",,109,3,OPPO
2015-04-09 22:00:01,fb.com/1403439883268756_1576276252651784,"有了N3之後，出門拍照片變成一件輕鬆的事！
手機攝影部落客 花見小路 手機攝影",OPPO shared 【 攝影 ‧ 旅遊 ‧ 人 】Photography . Travel . People's photo.,50,0,OPPO
2015-04-09 16:01:11,fb.com/1403439883268756_1576243459321730,"某信用卡說認真的女人最美麗，小編說拿著OPPO手機認真的男人最有魅力囉！
又到小周末，工作再加把勁！",,66,3,OPPO
2015-04-09 13:20:56,fb.com/1403439883268756_1576207402658669,"【擁有N3不再是夢】
OPPO x 大學生了沒歡慶2000集，一同回到大學時期！
上傳與2000相關的照片到指定位置
就有機會抽206度電動旋轉鏡頭的N3！
或OPPO獨家VOOC閃充行動電源
詳細活動內容：http://goo.gl/3SvEl6",,92,9,OPPO
2015-04-09 13:00:06,fb.com/1403439883268756_1576201362659273,"連假將近，準備開始大拍一場！中獎公告
恭喜 
@楊宗皓、@胡坤輝、@George Sagan 
獲得 神秘好禮1組

再麻煩於4/16前私訊小編以下資料
【參加活動、姓名、電話、地址、email】
要符合資格才能得獎的機會喔！
*逾時回覆資料就取消得獎資格囉:)
*贈品將於活動結束後統一寄出",,41,1,OPPO
2015-04-09 12:00:00,fb.com/1403439883268756_1673081109637964,,OPPO added a new photo.,58,1,OPPO
2015-04-09 11:04:33,fb.com/1403439883268756_1576177339328342,"小編偷偷洩漏的限時隱藏版好康，""結帳""看到就賺到！
Yahoo周年慶好康最後一波，優惠折扣外還有閃充配件加價購，最後一天抽日本雙人自由行機票的機會，快把握唷！
http://bit.ly/1Fc3aDT",,54,1,OPPO
2015-04-08 21:30:33,fb.com/1403439883268756_1575948432684566,"【日本機票免費拿的最後機會】
明天最後一天，千萬別錯過
3/2- 4/9購買Yahoo!購物中心OPPO品牌館指定賣場手機
登記就抽雙人日本自由行機票(兩張一組，贈獎名額共２名) 

Go買去>>>http://goo.gl/DJfcdJ
Go登機電腦版>>>http://goo.gl/LNGW5Y
手機版>>>http://goo.gl/65mRPP
企服專用>>>http://goo.gl/KA9y9l",,22,1,OPPO
2015-04-08 20:33:09,fb.com/1403439883268756_1575929812686428,"【O粉看過來！】
快來留言告訴OPPO你最喜歡OPPO的哪一支手機&原因，
就有機會獲得精緻好禮！
►活動任務
Step1 成為 OPPO Taiwan 粉絲
Step2 留言告訴OPPO你最愛哪隻OPPO手機，為什麼？
Step3 分享此篇貼文至個人塗鴉牆(需設為公開)
►活動時間： 2015/04/08-2015/04/19 晚上11點59分止
►活動獎項：精緻好禮1組，共3名
►得獎資格：於時間內完成活動三任務
►得獎名單公布時間：04/22",,788,617,OPPO
2015-04-08 17:00:02,fb.com/1403439883268756_1575874709358605,"全台各地的好朋友！看過來唷！
OPPO強勁4G拍照強機巡迴體驗總整理
享有各種好禮外，還有神腦獨家優惠方案唷~~
快來體驗，別錯過！

體驗時間：4/10(五)15:00-20:00
體驗店點：後山埤
體驗地點：台北南港區忠孝東路五段998號

體驗時間：4/10(五)15:00-20:00
體驗店點：三重正義
體驗地點：新北市三重區正義北路234號

體驗時間：4/10(五)13:00-20:00
體驗店點：基隆忠一
體驗地點：基隆市仁愛區忠一路10號

體驗時間：4/10(五)全天
體驗店點：嘉義光彩服務中心
體驗地點：嘉義市東區光彩街269號

體驗時間：4/10(五)14:00-21:00
體驗店點：高雄成功
體驗地點：高雄市苓雅區成功一路263號

體驗時間：4/11(六)16:00-21:00
體驗店點：淡水中山北
體驗地點：新北市淡水區中山北路一段88號

體驗時間：4/11(六)15:00-20:00
體驗店點：內湖德安
體驗地點：台北市內湖區成功路四段137號

體驗時間：4/11(六)14:00-20:00
體驗店點：台北館前
體驗地點：臺北市中正區館前路43號

體驗時間：4/11(六)11:00-20:00
體驗店點：汐止中興
體驗地點：新北市汐止區中興路161號

體驗時間：4/11(六)15:00-20:00
體驗店點：新莊民安西
體驗地點：新北市新莊區民安西路55號

體驗時間：4/11(六)全天
體驗店點：板橋中正
體驗地點：新北市板橋區中正路218~220號

體驗時間：4/11(六)全天
體驗店點：全民通信
體驗地點：中和區德光路74號

體驗時間：4/11(六) 09:00~12:00
體驗店點：安樂服務中心
體驗地點：基隆市安樂路二段129號

體驗時間：4/11(六)15:00-20:00
體驗店點：中壢中正
體驗地點：桃園縣中壢市中正路322號

體驗時間：4/11(六)14:00-20:00
體驗店點：竹北中正
體驗地點：新竹縣竹北市中正東路283號

體驗時間：4/11(六)14:00-21:00
體驗店點：通信王朝
體驗地點：桃園市八德區介壽路一段1011號

體驗時間：4/11(六)09:00~17:50
體驗店點：彰化員林服務中心
體驗地點：彰化縣員林鎮員東路2段498號

體驗時間：4/11(六)14:00~20:00
體驗店點：台中福星
體驗地點：台中市西屯區福星路332號

體驗時間：4/11(六)全天
體驗店點：鳳山青年
體驗地點：高雄市鳳山區青年路2段284號

體驗時間：4/11(六)11:00-20:00
體驗店點：屏東博愛
體驗地點：屏東縣屏東市自由路665號

體驗時間：4/11(六)11:00-20:00
體驗店點：內埔廣濟
體驗地點：屏東縣內埔鄉廣濟路58、60號

體驗時間：4/11(六)全天
體驗店點：永康大灣
體驗地點：台南市永康區大灣路457號

體驗時間：4/11(六)14:00-21:00
體驗店點：民雄文化
體驗地點：嘉義縣民雄鄉東榮村文化路58號

體驗時間：4/11(六)14:00-21:00
體驗店點：嘉義新生
體驗地點：嘉義市東區新生路630號

體驗時間：4/11(六)10:20-21:30
體驗店點：北港華勝
體驗地點：雲林縣北港鎮華勝路52-1號

體驗時間：4/12(日)13:00-20:00
體驗店點：新竹中正
體驗地點：新竹市北區中正路233號

體驗時間：4/12(日)14:00~20:00
體驗店點：彰化曉陽
體驗地點：彰化縣彰化市中正路二段407號

體驗時間：4/12(日)14:00-21:00
體驗店點：大社中山
體驗地點：高雄市大社區中山路221號

體驗時間：4/13(一)09:00~17:50
體驗店點：彰化和美服務中心
體驗地點：彰化縣和美鎮彰美路5段323號

體驗時間：4/13(一)15:00-21:00
體驗店點：高雄新興
體驗地點：高雄市新興區林森一路199號

體驗時間：4/13(一)全天
體驗店點：澎湖馬公
體驗地點：澎湖縣馬公市信義路3號

體驗時間：4/13(一)14:00-21:00
體驗店點：太古
體驗地點：台南市東區仁和路108-1號",,67,5,OPPO
2015-04-08 12:00:11,fb.com/1403439883268756_1575817779364298,"R5的神奇先拍照後對焦功能，真的好神奇唷!
粉絲們有沒有用過這個功能呢?!
甚麼時候最需要先拍照後對焦呢?!

R5除了薄，給你更多精采！
看更多>>http://goo.gl/BDB8CZ",,112,6,OPPO
2015-04-07 12:00:12,fb.com/1403439883268756_1575441549401921,"灰色R5的魅力快到神腦門市親自體驗，
4.85mm 銀色/金色/灰色R5，三種顏色各有特色，任君選擇！
了解更多>>http://goo.gl/yeFvVH
購買去>>http://on.fb.me/1GG3rjt",,222,6,OPPO
2015-04-07 10:00:33,fb.com/1403439883268756_1575413766071366,"有了VOOC閃充與Find 7/7a，30分鐘充電滿75%，
休完連假新一週的開始，渾身是勁！

看更多>>http://goo.gl/XFygT0",,221,5,OPPO
2015-04-06 13:17:04,fb.com/1403439883268756_1575064976106245,"這個好天氣的連假，大家玩得開心嗎?!
給自己一點時間，好好思考一下接下來的每一步路！
疑惑時，也給自己一點時間，有些問題時候到了自然迎刃而解！",,57,3,OPPO
2015-04-05 19:00:10,fb.com/1403439883268756_1574661259479950,"N3使用小秘訣快看！
在使用橫向自動全景的時候
別忘了要將鏡頭朝左
讓206度的旋轉鏡頭可以從右到左紀錄動人美景唷！",,160,8,OPPO
2015-04-04 12:00:26,fb.com/1403439883268756_1574096989536377,"小朋友最難拍的時刻？

難得的假期，出遊絕對少不了
千萬不要忘了帶上OPPO N3
幫你記錄各種天真的時刻",,98,6,OPPO
2015-04-03 21:00:33,fb.com/1403439883268756_1573827616229981,"魔鬼藏在細節裡！
用OPPO N3的6400萬畫素超高解析度

幫你還原”真相”？",,281,8,OPPO
2015-04-03 10:00:47,fb.com/1403439883268756_1573648819581194,"連假出遊，記得帶上時尚的R5，展現你的不凡魅力！

R5除了薄，給你更多精采！
看更多>>http://goo.gl/q7xAu9",,60,9,OPPO
2015-04-02 12:00:31,fb.com/1403439883268756_1573270092952400,"向左走、向右走
咦？腳尖上的那位不正是小歐！
擁有N3自動旋轉鏡頭
讓你挑戰各種不可能！

有來過幾米公園的粉絲快來喊個右！
沒來過的接下來的連假可以來宜蘭晃晃，小編很推薦這熱門拍照景點唷！",,157,10,OPPO
2015-04-02 11:11:04,fb.com/1403439883268756_1573257816286961,"明天就開始是連假囉！小編貼心叮嚀粉絲們，記得帶上OPPO VOOC閃充行動電源或是VOOC 閃充USB車用充電器，連假開心出遊不斷電！
還沒買的人快來24小時到貨>>http://bit.ly/1Fc3aDT
VOOC閃充 快人一步",,60,1,OPPO
